image,experiment,source,source_param,channel_code,channel_param,channel,channel_p,psnr_db,mse,accuracy_exact,accuracy_tol5,ber_raw,ber_decoded,n_info_bits,n_tx_bits,code_rate,compression_ratio,encode_ms,decode_ms
checkerboard,bsc_sweep,dct,60,repetition,3,bsc,0.1,5.106722192273024,20063.566772460938,0.00067138671875,0.00860595703125,0.10067350045907279,0.02774484850597957,114724,344172,0.3333333333333333,1.1424985181827692,6.686100000024453,8.585900000070978
checkerboard,bsc_sweep,dct,60,repetition,5,bsc,0.0,48.1308036086791,1.0,0.0,1.0,0.0,0.0,114724,573620,0.2,1.1424985181827692,9.677100000317296,10.78300000017407
checkerboard,bsc_sweep,dct,60,repetition,5,bsc,0.001,48.1308036086791,1.0,0.0,1.0,0.001023325546529061,0.0,114724,573620,0.2,1.1424985181827692,11.085600000114937,9.731300000112242
checkerboard,bsc_sweep,dct,60,repetition,5,bsc,0.003,48.1308036086791,1.0,0.0,1.0,0.003085666469091036,0.0,114724,573620,0.2,1.1424985181827692,12.16130000011617,9.364699999878212
checkerboard,bsc_sweep,dct,60,repetition,5,bsc,0.01,37.24671711903392,12.2576904296875,0.0,0.9942626953125,0.010003137965900771,1.7433143893169695e-05,114724,573620,0.2,1.1424985181827692,7.4270999998589105,11.05939999979455
checkerboard,bsc_sweep,dct,60,repetition,5,bsc,0.03,23.532141307471864,288.3143310546875,0.001953125,0.9288330078125,0.02975314668247272,0.00020919772671803633,114724,573620,0.2,1.1424985181827692,10.177699999985634,5.639499999688269
checkerboard,bsc_sweep,dct,60,repetition,5,bsc,0.1,7.295080186183992,12121.945922851562,0.00250244140625,0.06634521484375,0.10028939018862662,0.008211010773682926,114724,573620,0.2,1.1424985181827692,5.895700000110082,9.361099999750877
checkerboard,bsc_sweep,dct,60,hamming,4,bsc,0.0,48.1308036086791,1.0,0.0,1.0,0.0,0.0,114724,200767,0.5714285714285714,1.1424985181827692,11.458999999831576,85.21989999962898
checkerboard,bsc_sweep,dct,60,hamming,4,bsc,0.001,48.1308036086791,1.0,0.0,1.0,0.001006141447548651,0.0,114724,200767,0.5714285714285714,1.1424985181827692,11.89780000004248,87.05909999980577
checkerboard,bsc_sweep,dct,60,hamming,4,bsc,0.003,23.11051865804171,317.708251953125,0.0,0.961181640625,0.003038347935666718,0.00017433143893169693,114724,200767,0.5714285714285714,1.1424985181827692,5.902200000036828,67.76200000012977
checkerboard,bsc_sweep,dct,60,hamming,4,bsc,0.01,15.120185576908671,2000.146484375,0.0015869140625,0.79052734375,0.010166013338845528,0.0010111223458038423,114724,200767,0.5714285714285714,1.1424985181827692,6.646899999850575,62.70260000019334
checkerboard,bsc_sweep,dct,60,hamming,4,bsc,0.03,8.201758032285744,9837.948791503906,0.00213623046875,0.20880126953125,0.029770828871278646,0.007060423276733726,114724,200767,0.5714285714285714,1.1424985181827692,7.471900000382448,64.6153000002414
checkerboard,bsc_sweep,dct,60,hamming,4,bsc,0.1,8.565581502067094,9047.367065429688,0.0,0.0,0.10081338068507274,0.06750113315435306,114724,200767,0.5714285714285714,1.1424985181827692,5.833199999869976,70.72370000014416
checkerboard,bec_sweep,dct,60,none,1,bec,0.0,48.1308036086791,1.0,0.0,1.0,0.0,0.0,114724,114724,1.0,1.1424985181827692,6.652500000200234,5.918399999700341
checkerboard,bec_sweep,dct,60,none,1,bec,0.01,8.762336293317496,8646.627136230469,0.00701904296875,0.15484619140625,0.010041490882465745,0.0050033122973397025,114724,114724,1.0,1.1424985181827692,6.218600000011065,5.726100000174483
checkerboard,bec_sweep,dct,60,none,1,bec,0.03,5.124322504431147,19982.421264648438,0.00177001953125,0.01800537109375,0.029732226909800912,0.014382343711864998,114724,114724,1.0,1.1424985181827692,5.62530000024708,5.384799999774259
checkerboard,bec_sweep,dct,60,none,1,bec,0.1,6.09434151783176,15982.555053710938,0.00201416015625,0.02508544921875,0.10162651232523273,0.050590983577978456,114724,114724,1.0,1.1424985181827692,6.2591999999312975,41.75130000021454
checkerboard,bec_sweep,dct,60,none,1,bec,0.2,5.601730423245579,17902.237670898438,0.00274658203125,0.024658203125,0.2012220633869112,0.1009030368536662,114724,114724,1.0,1.1424985181827692,8.161700000073324,43.36890000013227
checkerboard,bec_sweep,dct,60,none,1,bec,0.3,8.390410825802416,9419.747863769531,0.0,6.103515625e-05,0.2998064921027858,0.15028241693106936,114724,114724,1.0,1.1424985181827692,6.84590000037133,8.884700000180601
checkerboard,bec_sweep,dct,60,repetition,3,bec,0.0,48.1308036086791,1.0,0.0,1.0,0.0,0.0,114724,344172,0.3333333333333333,1.1424985181827692,8.558600000014849,14.00499999999738
checkerboard,bec_sweep,dct,60,repetition,3,bec,0.01,48.1308036086791,1.0,0.0,1.0,0.010087979266180862,0.0,114724,344172,0.3333333333333333,1.1424985181827692,8.401099999900907,19.84900000024936
checkerboard,bec_sweep,dct,60,repetition,3,bec,0.03,28.89977821532291,83.772705078125,0.0009765625,0.99609375,0.029775809769533836,1.7433143893169695e-05,114724,344172,0.3333333333333333,1.1424985181827692,9.785100000044622,19.92370000016308
checkerboard,bec_sweep,dct,60,repetition,3,bec,0.1,16.953469926193875,1311.39453125,0.0047607421875,0.8475341796875,0.10067350045907279,0.0005317108887416756,114724,344172,0.3333333333333333,1.1424985181827692,7.71870000016861,17.946499999652588
checkerboard,bec_sweep,dct,60,repetition,3,bec,0.2,8.956046449270618,8269.432678222656,0.0076904296875,0.2137451171875,0.20020222446916078,0.0042624036818799905,114724,344172,0.3333333333333333,1.1424985181827692,11.370000000169966,18.211500000234082
checkerboard,bec_sweep,dct,60,repetition,3,bec,0.3,6.030835207925389,16217.982971191406,0.001953125,0.024658203125,0.29984135839057213,0.0136327185244587,114724,344172,0.3333333333333333,1.1424985181827692,7.603699999890523,18.624699999691074
checkerboard,bec_sweep,dct,60,repetition,5,bec,0.0,48.1308036086791,1.0,0.0,1.0,0.0,0.0,114724,573620,0.2,1.1424985181827692,5.9675000002243905,24.087799999961135
